provider,model_id,variation,unit,price_usd,effective_from,effective_to,last_validated_at,source_kind,confidence,aliases,source_url,notes
openai,gpt-4.1,output,usd_per_mtok,8,2025-04-14,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/models/gpt-4.1,
openai,gpt-4o,input,usd_per_mtok,5,2024-05-13,2024-08-06,2024-05-24,wayback,archived,,https://web.archive.org/web/20240524210913/https://openai.com/pricing/,GPT-4o launch price. Cut to 2.50/10 on 2024-08-06 (gpt-4o-2024-08-06).
openai,gpt-4o,input,usd_per_mtok,2.5,2024-08-06,,2024-08-12,wayback,archived,,https://web.archive.org/web/20240812003130/https://openai.com/pricing/,"GPT-4o price reduction (gpt-4o-2024-08-06): 50% lower input, 33% lower output vs the launch price. The Aug 12 capture lists both the old (5/15) and new (2.50/10) prices."
openai,gpt-4o,output,usd_per_mtok,15,2024-05-13,2024-08-06,2024-05-24,wayback,archived,,https://web.archive.org/web/20240524210913/https://openai.com/pricing/,
openai,gpt-4o,output,usd_per_mtok,10,2024-08-06,,2024-08-12,wayback,archived,,https://web.archive.org/web/20240812003130/https://openai.com/pricing/,
openai,gpt-4o-mini,input,usd_per_mtok,0.15,2024-07-18,,2024-07-22,wayback,archived,,https://web.archive.org/web/20240722005830/https://openai.com/pricing/,"GPT-4o mini launch (gpt-4o-mini-2024-07-18), the low-cost tier."
openai,gpt-4o-mini,output,usd_per_mtok,0.6,2024-07-18,,2024-07-22,wayback,archived,,https://web.archive.org/web/20240722005830/https://openai.com/pricing/,
openai,gpt-5,cache_read,usd_per_mtok,0.125,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5,input,usd_per_mtok,1.25,2025-08-07,2026-06-22,2026-06-15,provider_live,inferred,,https://developers.openai.com/api/docs/models/gpt-5,"Price from the live first-party model page; effective_from is the widely-reported GPT-5 launch date (2025-08-07), not confirmed on a fetched first-party page, so confidence is inferred."
openai,gpt-5,input,usd_per_mtok,1.25,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5,output,usd_per_mtok,10,2025-08-07,2026-06-22,2026-06-15,provider_live,inferred,,https://developers.openai.com/api/docs/models/gpt-5,
openai,gpt-5,output,usd_per_mtok,10,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.1,cache_read,usd_per_mtok,0.125,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.1,input,usd_per_mtok,1.25,2025-11-13,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,Now priced on the live page; effective date approximate.
openai,gpt-5.1,input,usd_per_mtok,1.25,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.1,output,usd_per_mtok,10,2025-11-13,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.1,output,usd_per_mtok,10,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.2,cache_read,usd_per_mtok,0.175,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.2,input,usd_per_mtok,1.75,2026-01-15,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,Now priced on the live page; effective date approximate.
openai,gpt-5.2,input,usd_per_mtok,1.75,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.2,output,usd_per_mtok,14,2026-01-15,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.2,output,usd_per_mtok,14,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.2-pro,input,usd_per_mtok,21,2026-01-15,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,Effective date approximate.
openai,gpt-5.2-pro,input,usd_per_mtok,21,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.2-pro,output,usd_per_mtok,168,2026-01-15,2026-06-22,2026-06-17,provider_live,inferred,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.2-pro,output,usd_per_mtok,168,2026-06-22,,2026-06-22,provider_live,verified,,https://developers.openai.com/api/docs/pricing,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
openai,gpt-5.3-codex,input,usd_per_mtok,1.75,2026-07-10,,2026-07-10,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Codex-family coding model, Standard tier (Priority is 2x; cached input $0.175). effective_from is the first first-party validation date - OpenAI's pricing page does not state a launch date."
openai,gpt-5.3-codex,output,usd_per_mtok,14,2026-07-10,,2026-07-10,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.4,cache_read,usd_per_mtok,0.25,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4,input,usd_per_mtok,2.5,2026-03-05,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard tier. Date from the OpenAI developers changelog.
openai,gpt-5.4,output,usd_per_mtok,15,2026-03-05,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.4,tier2_cache_read,usd_per_mtok,0.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4,tier2_input,usd_per_mtok,5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4,tier2_output,usd_per_mtok,22.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4-mini,cache_read,usd_per_mtok,0.075,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4-mini,input,usd_per_mtok,0.75,2026-03-17,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard tier. Released 2026-03-17 per the changelog (day has minor uncertainty).
openai,gpt-5.4-mini,output,usd_per_mtok,4.5,2026-03-17,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.4-nano,cache_read,usd_per_mtok,0.02,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4-nano,input,usd_per_mtok,0.2,2026-03-17,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard tier. Released with gpt-5.4-mini.
openai,gpt-5.4-nano,output,usd_per_mtok,1.25,2026-03-17,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.4-pro,input,usd_per_mtok,30,2026-03-05,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard tier. Released to the Responses API on 2026-03-05.
openai,gpt-5.4-pro,output,usd_per_mtok,180,2026-03-05,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.4-pro,tier2_input,usd_per_mtok,60,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.4-pro,tier2_output,usd_per_mtok,270,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5,cache_read,usd_per_mtok,0.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5,input,usd_per_mtok,5,2026-04-24,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard synchronous tier. Date = API availability from the OpenAI developers changelog.
openai,gpt-5.5,output,usd_per_mtok,30,2026-04-24,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.5,tier2_cache_read,usd_per_mtok,1,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5,tier2_input,usd_per_mtok,10,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5,tier2_output,usd_per_mtok,45,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5-pro,input,usd_per_mtok,30,2026-04-24,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard tier. Released alongside gpt-5.5.
openai,gpt-5.5-pro,output,usd_per_mtok,180,2026-04-24,,2026-06-15,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.5-pro,tier2_input,usd_per_mtok,60,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.5-pro,tier2_output,usd_per_mtok,270,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,gpt-5.6-luna,cache_read,usd_per_mtok,0.02,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,cache_write,usd_per_mtok,0.25,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,input,usd_per_mtok,0.2,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,output,usd_per_mtok,1.2,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,tier2_cache_read,usd_per_mtok,0.04,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,tier2_cache_write,usd_per_mtok,0.5,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,tier2_input,usd_per_mtok,0.4,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-luna,tier2_output,usd_per_mtok,1.8,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $0.20 and output $1.20. OpenRouter publishes this model Batch/Flex rate ($0.10 input, $0.60 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-sol,cache_read,usd_per_mtok,0.5,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,cache_write,usd_per_mtok,6.25,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,input,usd_per_mtok,5,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,output,usd_per_mtok,30,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,tier2_cache_read,usd_per_mtok,1,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,tier2_cache_write,usd_per_mtok,12.5,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,tier2_input,usd_per_mtok,10,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-sol,tier2_output,usd_per_mtok,45,2026-07-09,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,gpt-5.6-terra,cache_read,usd_per_mtok,0.2,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,cache_write,usd_per_mtok,2.5,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,input,usd_per_mtok,2,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,output,usd_per_mtok,12,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,tier2_cache_read,usd_per_mtok,0.4,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,tier2_cache_write,usd_per_mtok,5,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,tier2_input,usd_per_mtok,4,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,gpt-5.6-terra,tier2_output,usd_per_mtok,18,2026-07-09,,2026-08-07,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"Cross-check flagged 2026-07-31: our price is 2x the OpenRouter listing. Re-verified 2026-08-07 against the first-party pricing page, which lists standard short-context input $2.00 and output $12.00. OpenRouter publishes this model Batch/Flex rate ($1.00 input, $6.00 output) in its standard price field, so the aggregator figure is the discounted rate, not first-party standard. First-party confirmed."
openai,o1,cache_read,usd_per_mtok,7.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o1,input,usd_per_mtok,15,2024-12-17,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o1,output,usd_per_mtok,60,2024-12-17,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o1-mini,cache_read,usd_per_mtok,0.55,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o1-mini,input,usd_per_mtok,1.1,2024-09-12,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o1-mini,output,usd_per_mtok,4.4,2024-09-12,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o1-pro,input,usd_per_mtok,150,2025-03-19,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o1-pro,output,usd_per_mtok,600,2025-03-19,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3,cache_read,usd_per_mtok,0.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o3,input,usd_per_mtok,10,2025-04-16,2025-06-10,2026-06-17,changelog,archived,,https://openai.com/index/o3-o4-mini/,o3 launch price; cut ~80% to $2/$8 on 2025-06-10 per OpenAI announcement.
openai,o3,input,usd_per_mtok,2,2025-06-10,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3,output,usd_per_mtok,40,2025-04-16,2025-06-10,2026-06-17,changelog,archived,,https://openai.com/index/o3-o4-mini/,
openai,o3,output,usd_per_mtok,8,2025-06-10,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3-deep-research,cache_read,usd_per_mtok,2.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o3-deep-research,input,usd_per_mtok,10,2025-06-26,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard (synchronous) tier.
openai,o3-deep-research,output,usd_per_mtok,40,2025-06-26,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3-mini,cache_read,usd_per_mtok,0.55,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o3-mini,input,usd_per_mtok,1.1,2025-01-31,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3-mini,output,usd_per_mtok,4.4,2025-01-31,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3-pro,input,usd_per_mtok,20,2025-06-10,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o3-pro,output,usd_per_mtok,80,2025-06-10,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o4-mini,cache_read,usd_per_mtok,0.275,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o4-mini,input,usd_per_mtok,1.1,2025-04-16,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o4-mini,output,usd_per_mtok,4.4,2025-04-16,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
openai,o4-mini-deep-research,cache_read,usd_per_mtok,0.5,2026-07-31,,2026-07-31,provider_live,verified,,https://developers.openai.com/api/docs/pricing,"[missing variation] Added by the sentinel's missing-variation pass: the provider publishes this rate alongside the input/output prices we already track, but we carried no row for it. effective_from is the OBSERVATION date, NOT a known change date - the rate is very likely older, and no dated first-party evidence exists for an earlier start."
openai,o4-mini-deep-research,input,usd_per_mtok,2,2025-06-26,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,Standard (synchronous) tier.
openai,o4-mini-deep-research,output,usd_per_mtok,8,2025-06-26,,2026-06-17,provider_live,verified,,https://developers.openai.com/api/docs/pricing,
xai,grok-4.20-0309-non-reasoning,cache_read,usd_per_mtok,0.2,2026-06-22,2026-06-29,2026-06-22,provider_live,inferred,grok-4.20-non-reasoning; grok-4.20-non-reasoning-latest; grok-4.20-beta-non-reasoning; grok-4.20-beta-latest-non-reasoning; grok-4.20-experimental-beta-0304-non-reasoning; grok-4.20-experimental-beta-non-reasoning-latest; grok-4.20-beta-0309-non-reasoning; grok-4.20-non-reasoning-gv2,https://docs.x.ai/docs/models,"[needs_review] cross-check flagged: no independent corroboration (new model, no OpenRouter match)."
xai,grok-4.20-0309-non-reasoning,cache_read,usd_per_mtok,0.2,2026-06-29,,2026-07-27,provider_live,verified,grok-4.20-non-reasoning; grok-4.20-non-reasoning-latest; grok-4.20-beta-non-reasoning; grok-4.20-beta-latest-non-reasoning; grok-4.20-experimental-beta-0304-non-reasoning; grok-4.20-experimental-beta-non-reasoning-latest; grok-4.20-beta-0309-non-reasoning; grok-4.20-non-reasoning-gv2,https://docs.x.ai/developers/models,[provenance upgrade] first-party collector confirmed the published price; supersedes the prior inferred/provider_live record.
